the_transaction_id,store,customer_id,date_order,quantity_item_on_bill,total_bill_amount
5045,2,1621,27/01/2022,1,4
5046,2,883,27/01/2022,3,175.2
5047,2,4142,27/01/2022,5,188
5048,2,4663,27/01/2022,10,176.8
5049,2,5507,27/01/2022,5,104.8
5050,2,5859,27/01/2022,1,28
5051,2,3742,27/01/2022,5,85.6
5052,2,1941,27/01/2022,5,107.2
5053,2,5887,27/01/2022,4,108.8
5054,2,5933,27/01/2022,7,143.2
5055,2,5076,27/01/2022,5,125.6
5056,2,1294,27/01/2022,10,191.2
5057,2,1342,28/01/2022,6,120
5058,2,4738,28/01/2022,0,0
5059,2,2977,28/01/2022,5,85.6
5060,2,3280,28/01/2022,1,31.2
5061,2,6019,28/01/2022,3,189.6
5062,2,5263,28/01/2022,1,9.6
5063,2,2248,28/01/2022,12,207.2
5064,2,6032,28/01/2022,4,108.8
5065,2,1405,28/01/2022,2,91.2
5066,2,3138,28/01/2022,2,78.4
5067,2,481,28/01/2022,4,67.2
5068,2,4392,28/01/2022,2,35.2
5069,2,6063,28/01/2022,4,142.4
5070,2,1814,28/01/2022,9,447.2
5071,2,5422,28/01/2022,17,399.2
5072,2,2043,28/01/2022,2,27.2
5073,2,1828,28/01/2022,3,58.4
5074,2,2263,28/01/2022,4,132.8
5075,2,4468,28/01/2022,4,192.8
5076,2,856,28/01/2022,10,192.8
5077,2,6143,29/01/2022,8,457.6
5078,2,55,29/01/2022,2,39.2
5079,2,1234,29/01/2022,8,123.2
5080,2,6204,29/01/2022,6,73.6
5081,2,1918,29/01/2022,10,387.2
5082,2,782,29/01/2022,9,204
5083,2,6318,29/01/2022,4,70.4
5084,2,4495,29/01/2022,1,15.2
5085,2,4495,29/01/2022,1,15.2
5086,2,2749,29/01/2022,4,80
5087,2,4636,29/01/2022,4,62.4
5088,2,5464,29/01/2022,1,167.2
5089,2,3631,29/01/2022,2,9.6
5090,2,2443,29/01/2022,1,79.2
5091,2,3614,29/01/2022,1,31.2
5092,2,3803,29/01/2022,2,150.4
5093,2,2665,29/01/2022,7,93.6
5094,2,2020,29/01/2022,2,86.4
5095,2,3172,30/01/2022,7,141.6
5096,2,159,30/01/2022,3,55.2
5097,2,1552,30/01/2022,2,54.4
5098,2,2237,30/01/2022,7,80
5099,2,810,30/01/2022,3,32
5100,2,3566,30/01/2022,5,96
5101,2,4469,30/01/2022,4,97.6
5102,2,6530,30/01/2022,8,432
5103,2,5183,30/01/2022,3,138.4
5104,2,808,30/01/2022,3,23.2
5105,2,1621,30/01/2022,3,17.6
5106,2,6596,30/01/2022,2,35.2
5107,2,754,30/01/2022,2,38.4
5108,2,4320,30/01/2022,8,122.4
5109,2,5201,30/01/2022,10,222.4
5110,2,2472,30/01/2022,2,43.2
5111,2,3924,30/01/2022,15,482.4
5112,2,3773,30/01/2022,0,0
5113,2,5516,30/01/2022,9,203.2
5114,2,3945,30/01/2022,9,172
5115,2,6654,30/01/2022,4,53.6
5116,2,6649,30/01/2022,17,316
5117,2,1683,30/01/2022,3,95.2
5118,2,4179,30/01/2022,2,91.2
5119,2,1919,30/01/2022,8,373.6
5120,2,724,30/01/2022,1,79.2
5121,2,3500,30/01/2022,10,472
5122,2,466,31/01/2022,1,71.2
5123,2,243,31/01/2022,5,109.6
5124,2,6843,31/01/2022,1,671.2
5125,2,3310,31/01/2022,2,46.4
5126,2,6898,31/01/2022,5,138.4
5127,2,5272,31/01/2022,1,9.6
5128,2,5376,31/01/2022,2,102.4
5129,2,2441,31/01/2022,5,69.6
5130,2,1225,31/01/2022,8,225.6
5131,2,3195,31/01/2022,4,180.8
5132,2,6949,31/01/2022,5,216.8
5133,2,6957,31/01/2022,5,105.6
5134,2,6967,31/01/2022,6,120
5135,2,6984,31/01/2022,8,158.4
5136,2,3453,01/02/2022,8,310.4
5137,2,7034,01/02/2022,13,374.4
5138,2,5278,01/02/2022,13,321.6
5139,2,3133,01/02/2022,5,193.6
5140,2,2823,01/02/2022,9,223.2
5141,2,1621,01/02/2022,4,27.2
5142,2,5507,01/02/2022,3,50.4
5143,2,7154,01/02/2022,6,112
5144,2,167,01/02/2022,2,35.2
5145,2,1943,01/02/2022,5,180
5146,2,2949,01/02/2022,3,77.6
5147,2,5225,01/02/2022,3,39.2
5148,2,7213,01/02/2022,3,60.8
5149,2,73,01/02/2022,5,88.8
5150,2,3904,01/02/2022,4,76.8
5151,2,7279,02/02/2022,2,8
5152,2,3414,02/02/2022,7,232.8
5153,2,4850,02/02/2022,4,196.8
5154,2,7299,02/02/2022,6,155.2
5155,2,4441,02/02/2022,4,241.6
5156,2,2285,02/02/2022,10,144.8
5157,2,5173,02/02/2022,2,86.4
5158,2,3971,02/02/2022,2,21.6
5159,2,454,02/02/2022,6,360
5160,2,7421,02/02/2022,4,87.2
5161,2,452,02/02/2022,6,643.2
5162,2,51,02/02/2022,1,47.2
5163,2,1621,02/02/2022,7,76.8
5164,2,4171,02/02/2022,3,49.6
5165,2,7476,02/02/2022,2,48
5166,2,1813,02/02/2022,5,108
5167,2,4305,02/02/2022,7,142.4
5168,2,3414,03/02/2022,1,7.2
5169,2,847,03/02/2022,7,124.8
5170,2,731,03/02/2022,6,126.4
5171,2,2446,03/02/2022,8,196
5172,2,1421,03/02/2022,12,202.4
5173,2,2092,03/02/2022,3,52.8
5174,2,2448,03/02/2022,3,50.4
5175,2,7751,04/02/2022,1,15.2
5176,2,7762,04/02/2022,10,171.2
5177,2,3634,04/02/2022,3,66.4
5178,2,4746,04/02/2022,1,23.2
5179,2,2380,04/02/2022,4,129.6
5180,2,4362,04/02/2022,6,96
5181,2,3839,04/02/2022,0,40
5182,2,4984,04/02/2022,10,419.2
5183,2,7844,04/02/2022,7,148
5184,2,7853,04/02/2022,1,23.2
5185,2,2454,04/02/2022,4,101.6
5186,2,2467,04/02/2022,2,94.4
5187,2,540,04/02/2022,2,30.4
5188,2,2196,04/02/2022,5,192.8
5189,2,4606,25/01/2022,14,328.8
5190,2,4407,25/01/2022,1,4
5191,2,5555,25/01/2022,4,52.8
5192,2,5561,25/01/2022,2,62.4
5193,2,1029,25/01/2022,2,28
5194,2,5579,25/01/2022,1,9.6
5195,2,1004,25/01/2022,8,139.2
5196,2,1804,25/01/2022,0,0
5197,2,4319,25/01/2022,3,309.6
5198,2,5507,25/01/2022,3,53.6
5199,2,1361,25/01/2022,4,38.4
5200,2,4882,26/01/2022,4,286.4
5201,2,1865,26/01/2022,3,90.4
5202,2,1621,26/01/2022,1,7.2
5203,2,5018,26/01/2022,7,122.4
5204,2,4497,26/01/2022,2,30.4
5205,2,2558,26/01/2022,10,202.4
5206,2,5754,26/01/2022,1,55.2
5207,2,3598,26/01/2022,3,93.6
5208,2,4433,26/01/2022,2,54.4
5209,2,5780,26/01/2022,1,23.2
5210,2,3902,27/01/2022,2,38.4
5211,2,3575,27/01/2022,2,35.2
5212,2,2347,27/01/2022,3,89.6
5213,2,1585,27/01/2022,3,158.4
5214,2,446,27/01/2022,8,235.2
5215,2,5811,27/01/2022,3,79.2
5216,2,5869,27/01/2022,3,28
5217,2,3553,27/01/2022,15,432
5218,2,1621,27/01/2022,1,4
5219,2,5952,27/01/2022,5,61.6
5220,2,654,28/01/2022,1,47.2
5221,2,5997,28/01/2022,2,27.2
5222,2,3609,28/01/2022,1,31.2
5223,2,6054,28/01/2022,2,32
5224,2,3373,28/01/2022,1,103.2
5225,2,2875,28/01/2022,4,105.6
5226,2,1621,28/01/2022,3,45.6
5227,2,6081,28/01/2022,2,72
5228,2,3221,28/01/2022,2,86.4
5229,2,3664,28/01/2022,1,7.2
5230,2,958,28/01/2022,5,92
5231,2,2165,29/01/2022,3,146.4
5232,2,2819,29/01/2022,7,276.8
5233,2,3819,29/01/2022,6,97.6
5234,2,1621,29/01/2022,2,27.2
5235,2,1788,29/01/2022,6,89.6
5236,2,199,29/01/2022,4,129.6
5237,2,6201,29/01/2022,3,106.4
5238,2,2199,29/01/2022,2,70.4
5239,2,3617,29/01/2022,3,154.4
5240,2,4091,29/01/2022,0,0
5241,2,6282,29/01/2022,12,349.6
5242,2,150,29/01/2022,7,303.2
5243,2,5362,29/01/2022,1,20
5244,2,6351,29/01/2022,8,150.4
5245,2,5258,29/01/2022,4,147.2
5246,2,1280,29/01/2022,5,104
5247,2,2500,29/01/2022,2,94.4
5248,2,674,29/01/2022,3,52.8
5249,2,240,29/01/2022,4,75.2
5250,2,6430,29/01/2022,9,375.2
5251,2,6442,29/01/2022,2,86.4
5252,2,4020,30/01/2022,9,68
5253,2,3194,30/01/2022,9,247.2
5254,2,1182,30/01/2022,7,282.4
5255,2,403,30/01/2022,11,320.8
5256,2,6523,30/01/2022,7,160.8
5257,2,1083,30/01/2022,9,200.8
5258,2,3439,30/01/2022,1,31.2
5259,2,3020,30/01/2022,5,203.2
5260,2,1543,30/01/2022,1,39.2
5261,2,950,30/01/2022,8,108
5262,2,4831,30/01/2022,2,38.4
5263,2,5644,30/01/2022,3,101.6
5264,2,2234,30/01/2022,7,159.2
5265,2,5538,25/01/2022,3,39.2
5266,2,#N/A,25/01/2022,8,112
5267,2,5129,25/01/2022,2,62.4
5268,2,4449,25/01/2022,1,15.2
5269,2,5486,25/01/2022,1,15.2
5270,2,385,25/01/2022,1,20
5271,2,4370,26/01/2022,6,116.8
5272,2,437,26/01/2022,4,273.6
5273,2,3446,26/01/2022,1,31.2
5274,2,113,26/01/2022,7,889.6
5275,2,4076,26/01/2022,4,84
5276,2,5720,26/01/2022,1,20
5277,2,5751,26/01/2022,2,70.4
5278,2,5762,26/01/2022,1,31.2
5279,2,5767,26/01/2022,4,32
5280,2,947,26/01/2022,2,19.2
5281,2,1568,26/01/2022,7,190.4
5282,2,4591,26/01/2022,2,174.4
5283,2,5791,26/01/2022,1,7.2
5284,2,3472,27/01/2022,18,460.8
5285,2,5507,27/01/2022,2,16
5286,2,2287,27/01/2022,1,12
5287,2,2521,27/01/2022,4,96
5288,2,369,27/01/2022,24,905.6
5289,2,2147,28/01/2022,2,302.4
5290,2,342,28/01/2022,2,96.8
5291,2,1081,28/01/2022,10,265.6
5292,2,1801,28/01/2022,11,614.4
5293,2,1891,28/01/2022,0,0
5294,2,1592,28/01/2022,12,274.4
5295,2,4551,28/01/2022,1,31.2
5296,2,4278,28/01/2022,1,55.2
5297,2,2188,28/01/2022,2,43.2
5298,2,2858,28/01/2022,5,55.2
5299,2,6099,28/01/2022,2,43.2
5300,2,1868,29/01/2022,6,403.2
5301,2,6150,29/01/2022,20,596.8
5302,2,6153,29/01/2022,30,700
5303,2,2306,29/01/2022,1,55.2
5304,2,1855,29/01/2022,5,72
5305,2,1621,29/01/2022,4,140.8
5306,2,3459,29/01/2022,2,78.4
5307,2,690,29/01/2022,1,39.2
5308,2,6200,29/01/2022,1,39.2
5309,2,737,29/01/2022,1,319.2
5310,2,1621,29/01/2022,1,36
5311,2,3304,29/01/2022,3,125.6
5312,2,6232,29/01/2022,5,182.4
5313,2,6244,29/01/2022,18,393.6
5314,2,3024,29/01/2022,8,128.8
5315,2,6274,29/01/2022,13,408.8
5316,2,3408,29/01/2022,7,196
5317,2,3631,29/01/2022,1,9.6
5318,2,6400,29/01/2022,3,74.4
5319,2,2038,29/01/2022,1,67.2
5320,2,1356,29/01/2022,1,52
5321,2,4915,30/01/2022,0,0
5322,2,2251,30/01/2022,3,40
5323,2,6495,30/01/2022,14,785.6
5324,2,660,30/01/2022,11,356
5325,2,6560,30/01/2022,7,146.4
5326,2,4763,30/01/2022,9,198.4
5327,2,2559,30/01/2022,7,188
5328,2,2482,30/01/2022,4,121.6
5329,2,392,30/01/2022,1,15.2
5330,2,3105,30/01/2022,2,75.2
5331,2,3654,30/01/2022,2,65.6
5332,2,5513,30/01/2022,2,46.4
5333,2,3317,30/01/2022,4,124.8
5334,2,2374,30/01/2022,5,87.2
5335,2,1584,31/01/2022,1,31.2
5336,2,2907,31/01/2022,3,79.2
5337,2,6813,31/01/2022,2,19.2
5338,2,1823,31/01/2022,14,390.4
5339,2,32,31/01/2022,1,20
5340,2,1876,31/01/2022,9,287.2
5341,2,5544,25/01/2022,2,88
5342,2,1472,25/01/2022,9,90.4
5343,2,4829,25/01/2022,-1,-2079.2
5344,2,5329,25/01/2022,2,24
5345,2,5610,25/01/2022,2,150.4
5346,2,1621,25/01/2022,1,15.2
5347,2,1206,25/01/2022,2,54.4
5348,2,5629,25/01/2022,4,62.4
5349,2,3580,25/01/2022,4,99.2
5350,2,2549,25/01/2022,3,106.4
5351,2,1239,25/01/2022,12,278.4
5352,2,5134,25/01/2022,10,388.8
5353,2,409,25/01/2022,1,39.2
5354,2,5685,26/01/2022,3,93.6
5355,2,4870,26/01/2022,2,67.2
5356,2,3933,26/01/2022,3,205.6
5357,2,1352,26/01/2022,3,48.8
5358,2,4195,26/01/2022,41,1351.2
5359,2,2265,26/01/2022,9,197.6
5360,2,18,26/01/2022,10,217.6
5361,2,4578,26/01/2022,5,340
5362,2,5818,27/01/2022,10,361.6
5363,2,2688,27/01/2022,3,19.2
5364,2,1859,27/01/2022,3,101.6
5365,2,2167,27/01/2022,2,59.2
5366,2,5882,27/01/2022,1,79.2
5367,2,3912,27/01/2022,0,0
5368,2,2970,27/01/2022,5,50.4
5369,2,2969,27/01/2022,1,20
5370,2,4318,27/01/2022,1,47.2
5371,2,1957,27/01/2022,5,148
5372,2,4603,27/01/2022,4,180.8
5373,2,250,27/01/2022,56,552.8
5374,2,1621,27/01/2022,1,23.2
5375,2,2321,27/01/2022,2,46.4
5376,2,5930,27/01/2022,10,156.8
5377,2,2840,27/01/2022,1,15.2
5378,2,5506,28/01/2022,8,144.8
5379,2,1621,28/01/2022,1,4
5380,2,1402,28/01/2022,4,268.8
5381,2,1624,28/01/2022,13,277.6
5382,2,6017,28/01/2022,10,192.8
5383,2,2303,28/01/2022,1,71.2
5384,2,1166,28/01/2022,13,305.6
5385,2,3977,28/01/2022,4,148.8
5386,2,5161,28/01/2022,1,23.2
5387,2,1756,28/01/2022,4,252.8
5388,2,6142,29/01/2022,8,149.6
5389,2,972,29/01/2022,4,44.8
5390,2,5641,29/01/2022,10,400
5391,2,6177,29/01/2022,2,30.4
5392,2,1560,29/01/2022,3,77.6
5393,2,2103,29/01/2022,1,4
5394,2,234,29/01/2022,6,171.2
5395,2,6258,29/01/2022,4,78.4
5396,2,260,29/01/2022,3,29.6
5397,2,1305,29/01/2022,5,83.2
5398,2,5535,29/01/2022,2,54.4
5399,2,5524,29/01/2022,6,152.8
5400,2,5146,29/01/2022,7,204
5401,2,4988,29/01/2022,8,259.2
5402,2,1129,29/01/2022,2,70.4
5403,2,3278,29/01/2022,2,51.2
5404,2,6367,29/01/2022,4,234.4
5405,2,21,29/01/2022,1,71.2
5406,2,3055,29/01/2022,6,178.4
5407,2,5211,30/01/2022,4,145.6
5408,2,1621,30/01/2022,1,183.2
5409,2,313,30/01/2022,1,31.2
5410,2,2400,30/01/2022,4,164.8
5411,2,6617,30/01/2022,6,199.2
5412,2,196,30/01/2022,1,119.2
5413,2,3621,30/01/2022,3,60
5414,2,4542,30/01/2022,6,200
5415,2,3464,30/01/2022,4,73.6
5416,2,5434,30/01/2022,1,47.2
5417,2,6680,30/01/2022,5,194.4
5418,2,6694,30/01/2022,7,165.6
5419,2,1132,30/01/2022,8,64
5420,2,6706,30/01/2022,4,334.4
5421,2,6775,31/01/2022,15,442.4
5422,2,6790,31/01/2022,1,95.2
5423,2,879,31/01/2022,2,30.4
5424,2,6819,31/01/2022,5,34.4
5425,2,5153,31/01/2022,1,15.2
5426,2,4633,31/01/2022,2,30.4
5427,2,1660,31/01/2022,4,68
5428,2,1634,31/01/2022,7,228
5429,2,6541,31/01/2022,5,98.4
5430,2,6939,31/01/2022,3,106.4
5431,2,6937,31/01/2022,1,3.2
5432,2,2994,31/01/2022,2,163.2
5433,2,294,31/01/2022,2,19.2
5434,2,6966,31/01/2022,4,396.8
5435,2,4662,31/01/2022,1,119.2
5436,2,2889,31/01/2022,1,31.2
5437,2,5500,31/01/2022,9,418.4
5438,2,209,01/02/2022,4,68.8
5439,2,3463,01/02/2022,12,125.6
5440,2,2212,01/02/2022,7,188
5441,2,7051,01/02/2022,1,9.6
5442,2,7053,01/02/2022,4,142.4
5443,2,2284,01/02/2022,2,27.2
5444,2,4208,01/02/2022,2,104
5445,2,1392,01/02/2022,7,128.8
5446,2,5348,01/02/2022,3,82.4
5447,2,4809,01/02/2022,1,191.2
5448,2,3504,01/02/2022,9,88.8
5449,2,4242,01/02/2022,5,76
5450,2,1468,01/02/2022,2,126.4
5451,2,1792,01/02/2022,1,15.2
5452,2,7210,01/02/2022,8,88
5453,2,6518,01/02/2022,5,123.2
5454,2,5504,01/02/2022,1,23.2
5455,2,3555,01/02/2022,6,155.2
5456,2,7248,01/02/2022,24,555.2
5457,2,1541,01/02/2022,15,357.6
5458,2,2179,02/02/2022,10,126.4
5459,2,5436,02/02/2022,15,383.2
5460,2,7300,02/02/2022,2,167.2
5461,2,4387,02/02/2022,3,293.6
5462,2,7332,02/02/2022,12,208.8
5463,2,5155,02/02/2022,6,88.8
5464,2,7360,02/02/2022,7,88
5465,2,7363,02/02/2022,16,366.4
5466,2,3466,02/02/2022,3,39.2
5467,2,7402,02/02/2022,6,391.2
5468,2,5361,02/02/2022,1,36
5469,2,302,02/02/2022,6,175.2
5470,2,4821,02/02/2022,3,58.4
5471,2,7447,02/02/2022,8,211.2
5472,2,3361,02/02/2022,2,39.2
5473,2,2051,02/02/2022,1,71.2
5474,2,7472,02/02/2022,3,157.6
5475,2,3111,02/02/2022,4,72.8
5476,2,1120,02/02/2022,3,42.4
5477,2,7501,02/02/2022,2,38.4
5478,2,7510,02/02/2022,19,511.2
5479,2,5363,02/02/2022,1,31.2
5480,2,1804,03/02/2022,3,157.6
5481,2,2367,03/02/2022,5,101.6
5482,2,3049,03/02/2022,2,67.2
5483,2,7538,03/02/2022,3,154.4
5484,2,4589,03/02/2022,5,148
5485,2,1268,03/02/2022,4,38.4
5486,2,248,03/02/2022,8,91.2
5487,2,846,03/02/2022,3,76
5488,2,4385,03/02/2022,18,293.6
5489,2,4345,03/02/2022,2,78.4
5490,2,3352,03/02/2022,4,129.6
5491,2,2217,03/02/2022,4,52
5492,2,7656,03/02/2022,8,164
5493,2,6855,31/01/2022,2,374.4
5494,2,3989,31/01/2022,7,410.4
5495,2,2346,31/01/2022,2,62.4
5496,2,6945,31/01/2022,2,91.2
5497,2,2103,31/01/2022,2,46.4
5498,2,3222,31/01/2022,13,1078.4
5499,2,5084,31/01/2022,8,152.8
5500,2,4437,01/02/2022,2,46.4
5501,2,7087,01/02/2022,3,51.2
5502,2,3909,01/02/2022,1,15.2
5503,2,4834,01/02/2022,3,69.6
5504,2,7140,01/02/2022,2,56
5505,2,7164,01/02/2022,3,141.6
5506,2,7165,01/02/2022,4,129.6
5507,2,2663,01/02/2022,9,287.2
5508,2,2103,01/02/2022,4,129.6
5509,2,1318,01/02/2022,1,199.2
5510,2,993,01/02/2022,7,71.2
5511,2,1621,01/02/2022,1,4
5512,2,3435,01/02/2022,9,287.2
5513,2,3913,01/02/2022,6,206.4
5514,2,7325,02/02/2022,7,371.2
5515,2,7353,02/02/2022,2,38.4
5516,2,7391,02/02/2022,2,62.4
5517,2,181,02/02/2022,23,1674.4
5518,2,1947,02/02/2022,4,65.6
5519,2,7423,02/02/2022,1,79.2
5520,2,4209,02/02/2022,4,48.8
5521,2,7432,02/02/2022,2,38.4
5522,2,7059,02/02/2022,1,23.2
5523,2,1036,02/02/2022,4,60.8
5524,2,7484,02/02/2022,7,77.6
5525,2,1253,02/02/2022,6,764.8
5526,2,7508,02/02/2022,7,205.6
5527,2,7511,02/02/2022,3,38.4
5528,2,1300,02/02/2022,2,27.2
5529,2,7517,03/02/2022,9,251.2
5530,2,4435,03/02/2022,4,84.8
5531,2,7625,03/02/2022,2,238.4
5532,2,1758,03/02/2022,3,28.8
5533,2,53,03/02/2022,8,220
5534,2,2837,03/02/2022,10,221.6
5535,2,1212,03/02/2022,6,131.2
5536,2,5409,04/02/2022,6,163.2
5537,2,193,04/02/2022,6,78.4
5538,2,4328,04/02/2022,6,311.2
5539,2,1680,04/02/2022,4,100.8
5540,2,7772,04/02/2022,2,48.8
5541,2,4176,04/02/2022,1,12
5542,2,3936,04/02/2022,4,102.4
5543,2,559,04/02/2022,5,138.4
5544,2,1949,04/02/2022,2,67.2
5545,2,7863,04/02/2022,3,98.4
5546,2,3116,04/02/2022,2,28.8
5547,2,3046,04/02/2022,10,321.6
5548,2,2779,30/01/2022,4,110.4
5549,2,1621,30/01/2022,1,9.6
5550,2,1840,30/01/2022,3,33.6
5551,2,790,30/01/2022,12,181.6
5552,2,6757,30/01/2022,6,257.6
5553,2,1469,31/01/2022,2,102.4
5554,2,4621,31/01/2022,6,121.6
5555,2,6782,31/01/2022,3,59.2
5556,2,512,31/01/2022,4,297.6
5557,2,6786,31/01/2022,3,79.2
5558,2,2166,31/01/2022,4,92.8
5559,2,1739,31/01/2022,10,255.2
5560,2,1685,31/01/2022,1,33.6
5561,2,4718,31/01/2022,19,532
5562,2,2535,31/01/2022,7,169.6
5563,2,2229,31/01/2022,3,37.6
5564,2,6928,31/01/2022,2,158.4
5565,2,5095,31/01/2022,10,189.6
5566,2,3725,31/01/2022,10,229.6
5567,2,1358,31/01/2022,3,66.4
5568,2,4486,31/01/2022,3,146.4
5569,2,6952,31/01/2022,6,112.8
5570,2,6964,31/01/2022,4,142.4
5571,2,1417,01/02/2022,2,78.4
5572,2,994,01/02/2022,27,538.4
5573,2,1642,01/02/2022,12,714.4
5574,2,3650,01/02/2022,5,164
5575,2,7069,01/02/2022,6,131.2
5576,2,7083,01/02/2022,1,15.2
5577,2,3176,01/02/2022,1,31.2
5578,2,1566,01/02/2022,8,275.2
5579,2,1808,01/02/2022,0,0
5580,2,7103,01/02/2022,3,58.4
5581,2,2867,01/02/2022,2,78.4
5582,2,7111,01/02/2022,4,151.2
5583,2,4159,01/02/2022,2,38.4
5584,2,7168,01/02/2022,3,86.4
5585,2,2845,01/02/2022,1,47.2
5586,2,2177,01/02/2022,5,125.6
5587,2,7207,01/02/2022,5,64.8
5588,2,112,01/02/2022,1,12
5589,2,7229,01/02/2022,11,308.8
5590,2,2249,01/02/2022,1,23.2
5591,2,7234,01/02/2022,7,168.8
5592,2,2280,01/02/2022,8,120
5593,2,5047,01/02/2022,4,48.8
5594,2,4653,01/02/2022,4,86.4
5595,2,7266,01/02/2022,2,14.4
5596,2,3297,01/02/2022,8,376
5597,2,4916,02/02/2022,1,20
5598,2,2487,02/02/2022,2,46.4
5599,2,3743,02/02/2022,1,87.2
5600,2,2902,02/02/2022,3,51.2
5601,2,2827,02/02/2022,5,157.6
5602,2,714,02/02/2022,4,124.8
5603,2,5336,02/02/2022,15,560
5604,2,7324,02/02/2022,6,184.8
5605,2,7337,02/02/2022,3,66.4
5606,2,4720,02/02/2022,4,94.4
5607,2,7408,02/02/2022,4,39.2
5608,2,4937,02/02/2022,3,389.6
5609,2,4356,02/02/2022,5,124
5610,2,7425,02/02/2022,3,63.2
5611,2,597,02/02/2022,7,172
5612,2,1621,02/02/2022,3,31.2
5613,2,829,02/02/2022,2,110.4
5614,2,4432,02/02/2022,1,12
5615,2,1536,02/02/2022,1,15.2
5616,2,2021,02/02/2022,5,56.8
5617,2,7491,02/02/2022,2,76
5618,2,5489,02/02/2022,19,532.8
5619,2,5261,02/02/2022,2,29.6
5620,2,1420,02/02/2022,2,54.4
5621,2,2572,02/02/2022,10,144
5622,2,3378,03/02/2022,2,70.4
5623,2,2895,03/02/2022,5,216.8
5624,2,7676,03/02/2022,2,78.4
5625,2,3106,03/02/2022,1,55.2
5626,2,4312,03/02/2022,1,20
5627,2,1312,03/02/2022,11,269.6
5628,2,7654,03/02/2022,1,527.2
5629,2,7759,04/02/2022,1,479.2
5630,2,7763,04/02/2022,1,15.2
5631,2,7810,04/02/2022,1,55.2
5632,2,7824,04/02/2022,10,220.8
5633,2,1692,04/02/2022,6,143.2
5634,2,955,04/02/2022,2,16
5635,2,557,04/02/2022,6,360
5636,2,7532,03/02/2022,3,61.6
5637,2,2173,03/02/2022,2,91.2
5638,2,979,03/02/2022,2,30.4
5639,2,3856,03/02/2022,11,256.8
5640,2,4488,03/02/2022,6,105.6
5641,2,7626,03/02/2022,10,356
5642,2,44,03/02/2022,1,63.2
5643,2,3963,03/02/2022,1,52
5644,2,1777,03/02/2022,2,56.8
5645,2,940,03/02/2022,4,48
5646,2,7673,03/02/2022,4,204
5647,2,7681,03/02/2022,1,20
5648,2,7699,03/02/2022,8,179.2
5649,2,632,03/02/2022,1,103.2
5650,2,4785,04/02/2022,2,59.2
5651,2,2102,04/02/2022,6,94.4
5652,2,7760,04/02/2022,3,108.8
5653,2,7786,04/02/2022,2,152.8
5654,2,7833,04/02/2022,2,43.2
5655,2,7837,04/02/2022,8,196.8
5656,2,911,04/02/2022,5,80.8
5657,2,4922,04/02/2022,5,76.8
5658,2,7871,04/02/2022,1,39.2
5659,2,7882,04/02/2022,2,40
5660,2,2334,04/02/2022,1,4
5661,2,2334,04/02/2022,7,160.8
5662,2,4013,25/01/2022,2,31.2
5663,2,877,25/01/2022,16,340.8
5664,2,5594,25/01/2022,8,140
5665,2,5597,25/01/2022,4,76.8
5666,2,5605,25/01/2022,9,341.6
5667,2,5507,25/01/2022,4,121.6
5668,2,5614,25/01/2022,5,392
5669,2,4626,25/01/2022,8,219.2
5670,2,302,25/01/2022,2,94.4
5671,2,5187,25/01/2022,1,55.2
5672,2,4966,26/01/2022,4,58.4
5673,2,5695,26/01/2022,1,39.2
5674,2,908,26/01/2022,7,172
5675,2,864,26/01/2022,1,36
5676,2,1621,26/01/2022,4,61.6
5677,2,5728,26/01/2022,4,100.8
5678,2,2301,26/01/2022,2,46.4
5679,2,1489,26/01/2022,3,64
5680,2,1137,26/01/2022,6,107.2
5681,2,19,26/01/2022,8,157.6
5682,2,5817,27/01/2022,4,94.4
5683,2,3378,27/01/2022,2,54.4
5684,2,5841,27/01/2022,1,47.2
5685,2,4014,27/01/2022,7,260
5686,2,5866,27/01/2022,18,680.8
5687,2,5142,27/01/2022,2,40
5688,2,4388,27/01/2022,0,0
5689,2,2074,27/01/2022,1,23.2
5690,2,4993,27/01/2022,2,12
5691,2,2656,27/01/2022,19,327.2
5692,2,1672,27/01/2022,2,94.4
5693,2,5529,28/01/2022,4,118.4
5694,2,5863,28/01/2022,3,48
5695,2,2222,28/01/2022,2,47.2
5696,2,1955,28/01/2022,5,208.8
5697,2,6069,28/01/2022,3,71.2
5698,2,6073,28/01/2022,5,72
5699,2,5144,28/01/2022,2,83.2
5700,2,2103,28/01/2022,2,62.4
5701,2,959,28/01/2022,3,143.2
5702,2,1621,29/01/2022,1,23.2
5703,2,3950,29/01/2022,2,30.4
5704,2,3185,29/01/2022,3,98.4
5705,2,1960,29/01/2022,7,175.2
5706,2,6183,29/01/2022,2,70.4
5707,2,1314,29/01/2022,1,159.2
5708,2,4978,29/01/2022,1,20
5709,2,831,29/01/2022,3,133.6
5710,2,4704,29/01/2022,3,63.2
5711,2,5045,29/01/2022,4,76
5712,2,3723,29/01/2022,13,336.8
5713,2,1244,29/01/2022,0,0
5714,2,3188,29/01/2022,31,484
5715,2,1325,29/01/2022,31,1141.6
5716,2,3410,29/01/2022,6,780
5717,2,6425,29/01/2022,2,19.2
5718,2,6426,29/01/2022,2,35.2
5719,2,6443,29/01/2022,6,151.2
5720,2,4194,29/01/2022,44,844.8
5721,2,3860,30/01/2022,1,15.2
5722,2,6479,30/01/2022,6,227.2
5723,2,3216,30/01/2022,10,233.6
5724,2,6496,30/01/2022,6,148.8
